County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Jefferson,Clayton Vg PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Jefferson,County Total,2021,,1844.0,220.0,2.0,90.0,14.0,114.0,1624.0,230.0,1338.0,56.0,Non-New York City
Jefferson,Dexter Vg PD,2021,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Jefferson,Glen Park Vg PD,2021,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,Non-New York City
Jefferson,Jefferson County Park PD,2021,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,Non-New York City
Jefferson,Jefferson County Sheriff,2021,12.0,199.0,16.0,0.0,4.0,1.0,11.0,183.0,24.0,154.0,5.0,Non-New York City
Jefferson,Jefferson County State Police,2021,12.0,508.0,73.0,0.0,42.0,6.0,25.0,435.0,85.0,335.0,15.0,Non-New York City
Jefferson,Sackets Harbor Vg PD,2021,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Jefferson,Watertown City PD,2021,12.0,1055.0,119.0,2.0,37.0,7.0,73.0,936.0,108.0,795.0,33.0,Non-New York City
Jefferson,West Carthage Vg PD,2021,12.0,14.0,1.0,0.0,1.0,0.0,0.0,13.0,3.0,10.0,0.0,Non-New York City
Kings,County Total,2021,12.0,50476.0,15249.0,150.0,713.0,3590.0,10796.0,35227.0,3478.0,28819.0,2930.0,New York City
Lewis,County Total,2021,,133.0,21.0,0.0,12.0,0.0,9.0,112.0,20.0,76.0,16.0,Non-New York City
Lewis,Lewis County Sheriff,2021,12.0,54.0,8.0,0.0,1.0,0.0,7.0,46.0,6.0,34.0,6.0,Non-New York City
Lewis,Lewis County State Police,2021,12.0,73.0,11.0,0.0,9.0,0.0,2.0,62.0,14.0,40.0,8.0,Non-New York City
Lewis,Lowville Vg PD,2021,12.0,6.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,Non-New York City
Livingston,County Total,2021,,530.0,46.0,0.0,18.0,2.0,26.0,484.0,77.0,381.0,26.0,Non-New York City
Livingston,Dansville Vg PD,2021,12.0,45.0,2.0,0.0,0.0,1.0,1.0,43.0,5.0,36.0,2.0,Non-New York City
Livingston,Geneseo Vg PD,2021,12.0,83.0,6.0,0.0,1.0,0.0,5.0,77.0,5.0,70.0,2.0,Non-New York City
Livingston,Livingston County Park PD,2021,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
Livingston,Livingston County Sheriff,2021,12.0,294.0,16.0,0.0,4.0,1.0,11.0,278.0,50.0,210.0,18.0,Non-New York City
Livingston,Livingston County State Police,2021,12.0,41.0,19.0,0.0,10.0,0.0,9.0,22.0,5.0,15.0,2.0,Non-New York City
Livingston,Mount Morris Vg PD,2021,12.0,42.0,2.0,0.0,2.0,0.0,0.0,40.0,12.0,26.0,2.0,Non-New York City
Livingston,SUNY Police - Geneseo,2021,12.0,22.0,1.0,0.0,1.0,0.0,0.0,21.0,0.0,21.0,0.0,Non-New York City
Madison,Canastota Vg PD,2021,12.0,42.0,7.0,0.0,2.0,2.0,3.0,35.0,7.0,22.0,6.0,Non-New York City
Madison,Cazenovia Vg PD,2021,12.0,26.0,5.0,0.0,2.0,0.0,3.0,21.0,3.0,18.0,0.0,Non-New York City
Madison,Chittenango Vg PD,2021,5.0,8.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,5.0,1.0,Non-New York City
Madison,County Total,2021,,910.0,127.0,0.0,52.0,9.0,66.0,783.0,116.0,608.0,59.0,Non-New York City
Madison,Hamilton Vg PD,2021,12.0,7.0,2.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,0.0,Non-New York City
Madison,Madison County Park PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Madison,Madison County Sheriff,2021,12.0,141.0,22.0,0.0,4.0,4.0,14.0,119.0,19.0,76.0,24.0,Non-New York City
Madison,Madison County State Police,2021,12.0,167.0,35.0,0.0,24.0,0.0,11.0,132.0,20.0,96.0,16.0,Non-New York City
Madison,Oneida City PD,2021,12.0,505.0,52.0,0.0,18.0,2.0,32.0,453.0,65.0,376.0,12.0,Non-New York City
Madison,SUNY Police - Morrisville,2021,12.0,13.0,2.0,0.0,1.0,1.0,0.0,11.0,2.0,9.0,0.0,Non-New York City
Monroe,Brighton Town PD,2021,12.0,710.0,25.0,1.0,7.0,4.0,13.0,685.0,73.0,576.0,36.0,Non-New York City
Monroe,Brockport Vg PD,2021,12.0,77.0,9.0,0.0,3.0,1.0,5.0,68.0,5.0,58.0,5.0,Non-New York City
Monroe,County Total,2021,,14726.0,2312.0,75.0,210.0,566.0,1461.0,12414.0,1672.0,9042.0,1700.0,Non-New York City
Monroe,East Rochester Vg PD,2021,12.0,86.0,11.0,0.0,1.0,4.0,6.0,75.0,10.0,63.0,2.0,Non-New York City
Monroe,Fairport Vg PD,2021,12.0,27.0,2.0,0.0,2.0,0.0,0.0,25.0,5.0,17.0,3.0,Non-New York City
Monroe,Gates Town PD,2021,7.0,402.0,27.0,0.0,6.0,6.0,15.0,375.0,28.0,318.0,29.0,Non-New York City
Monroe,Greece Town PD,2021,12.0,1950.0,132.0,0.0,12.0,36.0,84.0,1818.0,192.0,1470.0,156.0,Non-New York City
Monroe,Irondequoit Town PD,2021,12.0,771.0,88.0,3.0,15.0,21.0,49.0,683.0,163.0,438.0,82.0,Non-New York City
Monroe,Monroe County Park PD,2021,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
Monroe,Monroe County Sheriff,2021,12.0,2077.0,156.0,1.0,20.0,37.0,98.0,1921.0,193.0,1551.0,177.0,Non-New York City
Monroe,Monroe County State Police,2021,12.0,95.0,54.0,0.0,50.0,1.0,3.0,41.0,2.0,23.0,16.0,Non-New York City
Monroe,Ogden Town PD,2021,12.0,187.0,16.0,1.0,3.0,1.0,11.0,171.0,16.0,139.0,16.0,Non-New York City
Monroe,Rochester City PD,2021,12.0,7919.0,1764.0,69.0,85.0,451.0,1159.0,6155.0,939.0,4064.0,1152.0,Non-New York City
Monroe,SUNY Police - Brockport,2021,12.0,22.0,1.0,0.0,1.0,0.0,0.0,21.0,0.0,21.0,0.0,Non-New York City
Monroe,Webster Town and Vg PD,2021,12.0,400.0,27.0,0.0,5.0,4.0,18.0,373.0,46.0,301.0,26.0,Non-New York City
Montgomery,Amsterdam City PD,2021,12.0,288.0,25.0,1.0,1.0,4.0,19.0,263.0,34.0,201.0,28.0,Non-New York City
Montgomery,Canajoharie Vg PD,2021,12.0,14.0,3.0,0.0,0.0,1.0,2.0,11.0,3.0,6.0,2.0,Non-New York City
Montgomery,County Total,2021,,662.0,59.0,2.0,15.0,8.0,34.0,603.0,68.0,495.0,40.0,Non-New York City
Montgomery,Fort Plain Vg PD,2021,12.0,56.0,7.0,0.0,0.0,2.0,5.0,49.0,7.0,40.0,2.0,Non-New York City
Montgomery,Montgomery County Sheriff,2021,12.0,178.0,5.0,0.0,0.0,0.0,5.0,173.0,13.0,154.0,6.0,Non-New York City
Montgomery,Montgomery County State Police,2021,12.0,105.0,17.0,1.0,13.0,1.0,2.0,88.0,9.0,77.0,2.0,Non-New York City
Montgomery,St Johnsville Vg PD,2021,12.0,21.0,2.0,0.0,1.0,0.0,1.0,19.0,2.0,17.0,0.0,Non-New York City
Nassau,County Total,2021,,12535.0,1917.0,21.0,172.0,445.0,1279.0,10618.0,838.0,9151.0,629.0,Non-New York City
Nassau,Floral Park Vg PD,2021,12.0,68.0,9.0,1.0,0.0,3.0,5.0,59.0,6.0,51.0,2.0,Non-New York City
Nassau,Garden City Vg PD,2021,12.0,183.0,5.0,1.0,0.0,3.0,1.0,178.0,12.0,161.0,5.0,Non-New York City
Nassau,Glen Cove City PD,2021,12.0,102.0,8.0,0.0,1.0,5.0,2.0,94.0,9.0,80.0,5.0,Non-New York City
Nassau,Great Neck Estates Vg PD,2021,11.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,Non-New York City
Nassau,Hempstead Vg PD,2021,12.0,799.0,268.0,5.0,6.0,68.0,189.0,531.0,73.0,346.0,112.0,Non-New York City
Nassau,Kensington Vg PD,2021,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Non-New York City
Nassau,Kings Point Vg PD,2021,12.0,15.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,4.0,10.0,Non-New York City
Nassau,Lake Success Vg PD,2021,12.0,22.0,1.0,0.0,0.0,0.0,1.0,21.0,7.0,9.0,5.0,Non-New York City
Nassau,Long Beach City PD,2021,12.0,65.0,19.0,0.0,4.0,1.0,14.0,46.0,3.0,40.0,3.0,Non-New York City
Nassau,Lynbrook Vg PD,2021,12.0,116.0,15.0,0.0,0.0,3.0,12.0,101.0,21.0,74.0,6.0,Non-New York City
Nassau,Malverne Vg PD,2021,12.0,8.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,Non-New York City
Nassau,Nassau County MTA,2021,12.0,32.0,6.0,0.0,0.0,3.0,3.0,26.0,3.0,23.0,0.0,Non-New York City
Nassau,Nassau County Park PD,2021,12.0,20.0,3.0,0.0,1.0,0.0,2.0,17.0,1.0,15.0,1.0,Non-New York City
Nassau,Nassau County PD,2021,12.0,10790.0,1548.0,14.0,156.0,351.0,1027.0,9242.0,668.0,8132.0,442.0,Non-New York City
Nassau,Nassau County State Police,2021,12.0,32.0,14.0,0.0,3.0,2.0,9.0,18.0,1.0,12.0,5.0,Non-New York City
Nassau,Old Brookville Vg PD,2021,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,Non-New York City
Nassau,Old Westbury Vg PD,2021,12.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,26.0,3.0,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2021,12.0,23.0,1.0,0.0,0.0,1.0,0.0,22.0,2.0,16.0,4.0,Non-New York City
Nassau,Port Washington Police District,2021,12.0,107.0,6.0,0.0,0.0,0.0,6.0,101.0,7.0,89.0,5.0,Non-New York City
Nassau,Rockville Centre Vg PD,2021,12.0,100.0,11.0,0.0,0.0,5.0,6.0,89.0,18.0,58.0,13.0,Non-New York City
Nassau,Sands Point Vg PD,2021,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,Non-New York City
Nassau,SUNY Police - Old Westbury,2021,12.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,Non-New York City
New York,County Total,2021,12.0,53543.0,11721.0,92.0,484.0,3562.0,7583.0,41822.0,3485.0,36710.0,1627.0,New York City
Niagara,County Total,2021,,3573.0,581.0,11.0,86.0,85.0,399.0,2992.0,438.0,2264.0,290.0,Non-New York City
Niagara,Lewiston Town PD,2021,12.0,104.0,3.0,0.0,0.0,0.0,3.0,101.0,7.0,77.0,17.0,Non-New York City
Niagara,Lockport City PD,2021,5.0,195.0,33.0,0.0,2.0,3.0,28.0,162.0,19.0,139.0,4.0,Non-New York City
Niagara,Middleport Vg PD,2021,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,Non-New York City
Niagara,Niagara County Park PD,2021,12.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,22.0,0.0,Non-New York City
Niagara,Niagara County Sheriff,2021,12.0,608.0,55.0,1.0,11.0,2.0,41.0,553.0,73.0,426.0,54.0,Non-New York City
Niagara,Niagara County State Police,2021,12.0,259.0,36.0,0.0,21.0,6.0,9.0,223.0,23.0,183.0,17.0,Non-New York City
Niagara,Niagara Falls City PD,2021,12.0,1850.0,401.0,10.0,37.0,69.0,285.0,1449.0,252.0,1033.0,164.0,Non-New York City
Niagara,Niagara Town PD,2021,12.0,160.0,7.0,0.0,3.0,0.0,4.0,153.0,20.0,118.0,15.0,Non-New York City
Niagara,North Tonawanda City PD,2021,12.0,365.0,44.0,0.0,12.0,5.0,27.0,321.0,43.0,260.0,18.0,Non-New York City
Niagara,Somerset Town PD,2021,12.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,Non-New York City
Niagara,Youngstown Vg PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Oneida,Boonville Vg PD,2021,11.0,69.0,1.0,0.0,1.0,0.0,0.0,68.0,3.0,63.0,2.0,Non-New York City
Oneida,Camden Vg PD,2021,12.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,Non-New York City
Oneida,County Total,2021,,4847.0,649.0,9.0,158.0,113.0,369.0,4198.0,476.0,3376.0,346.0,Non-New York City
Oneida,New Hartford Town and Vg PD,2021,12.0,699.0,17.0,0.0,3.0,6.0,8.0,682.0,30.0,622.0,30.0,Non-New York City
Oneida,New York Mills Vg PD,2021,12.0,62.0,3.0,0.0,0.0,0.0,3.0,59.0,8.0,50.0,1.0,Non-New York City
Oneida,Oneida County Park PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Oneida,Oneida County Sheriff,2021,12.0,315.0,88.0,0.0,70.0,2.0,16.0,227.0,49.0,161.0,17.0,Non-New York City
Oneida,Oneida County State Police,2021,12.0,454.0,101.0,3.0,43.0,5.0,50.0,353.0,55.0,270.0,28.0,Non-New York City
Oneida,Oriskany Vg PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Oneida,Rome City PD,2021,12.0,710.0,101.0,0.0,7.0,14.0,80.0,609.0,73.0,499.0,37.0,Non-New York City
Oneida,Sherrill City PD,2021,12.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,Non-New York City
Oneida,SUNY Police - Polytechnic Institute,2021,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,Non-New York City
Oneida,Utica City PD,2021,12.0,2448.0,330.0,6.0,33.0,86.0,205.0,2118.0,247.0,1643.0,228.0,Non-New York City
Oneida,Vernon Vg PD,2021,12.0,6.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,Non-New York City
Oneida,Whitesboro Vg PD,2021,12.0,37.0,6.0,0.0,0.0,0.0,6.0,31.0,6.0,24.0,1.0,Non-New York City
Oneida,Whitestown Town PD,2021,12.0,16.0,1.0,0.0,1.0,0.0,0.0,15.0,4.0,9.0,2.0,Non-New York City
Onondaga,Baldwinsville Vg PD,2021,12.0,41.0,9.0,0.0,0.0,1.0,8.0,32.0,7.0,22.0,3.0,Non-New York City
Onondaga,Camillus Town and Vg PD,2021,12.0,246.0,15.0,0.0,1.0,4.0,10.0,231.0,24.0,186.0,21.0,Non-New York City
Onondaga,Cicero Town PD,2021,12.0,289.0,18.0,0.0,1.0,5.0,12.0,271.0,28.0,220.0,23.0,Non-New York City
Onondaga,County Total,2021,,9105.0,1674.0,31.0,159.0,342.0,1142.0,7431.0,1364.0,5130.0,937.0,Non-New York City
Onondaga,DeWitt Town PD,2021,12.0,785.0,67.0,0.0,4.0,23.0,40.0,718.0,67.0,591.0,60.0,Non-New York City
Onondaga,Geddes Town PD,2021,12.0,136.0,7.0,0.0,0.0,1.0,6.0,129.0,15.0,101.0,13.0,Non-New York City
Onondaga,Jordan Vg PD,2021,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,Non-New York City
Onondaga,Liverpool Vg PD,2021,12.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,13.0,2.0,Non-New York City
Onondaga,Manlius Town PD,2021,12.0,316.0,19.0,1.0,4.0,5.0,9.0,297.0,26.0,257.0,14.0,Non-New York City
Onondaga,Marcellus Vg PD,2021,12.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,0.0,Non-New York City
Onondaga,North Syracuse Vg PD,2021,11.0,76.0,10.0,0.0,1.0,1.0,8.0,66.0,8.0,47.0,11.0,Non-New York City
Onondaga,Onondaga County Park PD,2021,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
Onondaga,Onondaga County Park Rangers,2021,12.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,13.0,0.0,Non-New York City
Onondaga,Onondaga County Sheriff,2021,12.0,1534.0,181.0,1.0,35.0,27.0,118.0,1353.0,221.0,941.0,191.0,Non-New York City
Onondaga,Onondaga County State Police,2021,12.0,692.0,96.0,0.0,53.0,7.0,36.0,596.0,56.0,494.0,46.0,Non-New York City
Onondaga,Skaneateles Vg PD,2021,12.0,26.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,24.0,1.0,Non-New York City
Onondaga,Solvay Vg PD,2021,12.0,85.0,18.0,0.0,1.0,4.0,13.0,67.0,20.0,35.0,12.0,Non-New York City
Onondaga,SUNY Police - Environmental Science,2021,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,Non-New York City
Onondaga,SUNY Police - Upstate Medical,2021,12.0,86.0,5.0,0.0,0.0,0.0,5.0,81.0,0.0,81.0,0.0,Non-New York City
Onondaga,Syracuse City PD,2021,12.0,4736.0,1228.0,29.0,58.0,264.0,877.0,3508.0,886.0,2082.0,540.0,Non-New York City
Ontario,Canandaigua City PD,2021,12.0,237.0,39.0,0.0,16.0,6.0,17.0,198.0,30.0,159.0,9.0,Non-New York City
Ontario,Clifton Springs Vg PD,2021,5.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,Non-New York City
Ontario,County Total,2021,,1448.0,169.0,1.0,67.0,13.0,88.0,1279.0,178.0,1055.0,46.0,Non-New York City
Ontario,Geneva City PD,2021,12.0,222.0,23.0,1.0,8.0,5.0,9.0,199.0,41.0,151.0,7.0,Non-New York City
Ontario,Ontario County Park PD,2021,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Ontario,Ontario County Sheriff,2021,12.0,708.0,64.0,0.0,21.0,2.0,41.0,644.0,87.0,545.0,12.0,Non-New York City
Ontario,Ontario County State Police,2021,12.0,272.0,43.0,0.0,22.0,0.0,21.0,229.0,20.0,191.0,18.0,Non-New York City
Orange,Blooming Grove Town PD,2021,12.0,141.0,21.0,0.0,3.0,3.0,15.0,120.0,19.0,91.0,10.0,Non-New York City
Orange,Chester Town PD,2021,12.0,6.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,Non-New York City
Orange,Chester Vg PD,2021,12.0,27.0,1.0,0.0,1.0,0.0,0.0,26.0,2.0,24.0,0.0,Non-New York City
Orange,Cornwall-on-Hudson Vg PD,2021,12.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,0.0,Non-New York City
Orange,Cornwall Town PD,2021,12.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,0.0,Non-New York City
Orange,County Total,2021,,4876.0,763.0,5.0,135.0,149.0,474.0,4113.0,361.0,3580.0,172.0,Non-New York City
Orange,Crawford Town PD,2021,12.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,17.0,1.0,Non-New York City
Orange,Deerpark Town PD,2021,12.0,44.0,5.0,0.0,1.0,0.0,4.0,39.0,8.0,26.0,5.0,Non-New York City
Orange,Florida Vg PD,2021,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,Non-New York City
Orange,Goshen Town PD,2021,12.0,52.0,3.0,0.0,2.0,0.0,1.0,49.0,3.0,41.0,5.0,Non-New York City
Orange,Goshen Vg PD,2021,12.0,30.0,7.0,0.0,1.0,2.0,4.0,23.0,4.0,18.0,1.0,Non-New York City
Orange,Greenwood Lake Vg PD,2021,12.0,12.0,2.0,0.0,1.0,0.0,1.0,10.0,1.0,8.0,1.0,Non-New York City
Orange,Harriman Vg PD,2021,12.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,5.0,3.0,Non-New York City
Orange,Highland Falls Vg PD,2021,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,Non-New York City
Orange,Highlands Town PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Orange,Maybrook Vg PD,2021,12.0,9.0,2.0,0.0,0.0,1.0,1.0,7.0,1.0,6.0,0.0,Non-New York City
Orange,Middletown City PD,2021,12.0,428.0,88.0,0.0,8.0,18.0,62.0,340.0,41.0,284.0,15.0,Non-New York City
Orange,Monroe Vg PD,2021,12.0,77.0,4.0,0.0,2.0,0.0,2.0,73.0,2.0,67.0,4.0,Non-New York City
Orange,Montgomery Town PD,2021,12.0,33.0,2.0,0.0,1.0,0.0,1.0,31.0,1.0,25.0,5.0,Non-New York City
Orange,Montgomery Vg PD,2021,12.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,Non-New York City
Orange,Mount Hope Town PD,2021,12.0,18.0,1.0,0.0,0.0,0.0,1.0,17.0,1.0,15.0,1.0,Non-New York City
Orange,Newburgh City PD,2021,12.0,993.0,351.0,2.0,17.0,89.0,243.0,642.0,116.0,481.0,45.0,Non-New York City
Orange,Newburgh Town PD,2021,12.0,669.0,38.0,0.0,3.0,12.0,23.0,631.0,41.0,568.0,22.0,Non-New York City
Orange,New Windsor Town PD,2021,12.0,333.0,30.0,0.0,1.0,5.0,24.0,303.0,17.0,278.0,8.0,Non-New York City
Orange,Orange County MTA,2021,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Orange,Orange County Sheriff,2021,12.0,35.0,2.0,0.0,0.0,0.0,2.0,33.0,0.0,32.0,1.0,Non-New York City
Orange,Orange County State Police,2021,12.0,431.0,96.0,2.0,72.0,4.0,18.0,335.0,31.0,287.0,17.0,Non-New York City
Orange,Port Jervis City PD,2021,12.0,188.0,43.0,0.0,8.0,9.0,26.0,145.0,15.0,124.0,6.0,Non-New York City
Orange,Tuxedo Park Vg PD,2021,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,Non-New York City
Orange,Walden Vg PD,2021,12.0,42.0,2.0,0.0,0.0,1.0,1.0,40.0,3.0,36.0,1.0,Non-New York City
Orange,Wallkill Town PD,2021,12.0,800.0,46.0,0.0,6.0,4.0,36.0,754.0,32.0,708.0,14.0,Non-New York City
Orange,Warwick Town PD,2021,12.0,71.0,7.0,1.0,2.0,0.0,4.0,64.0,8.0,53.0,3.0,Non-New York City
Orange,Washingtonville Vg PD,2021,12.0,40.0,1.0,0.0,0.0,0.0,1.0,39.0,3.0,36.0,0.0,Non-New York City
Orange,Woodbury Town PD,2021,12.0,325.0,10.0,0.0,5.0,1.0,4.0,315.0,3.0,309.0,3.0,Non-New York City
Orleans,Albion Vg PD,2021,12.0,118.0,17.0,0.0,2.0,1.0,14.0,101.0,18.0,81.0,2.0,Non-New York City
Orleans,County Total,2021,,367.0,57.0,0.0,12.0,4.0,41.0,310.0,50.0,240.0,20.0,Non-New York City
Orleans,Holley Vg PD,2021,12.0,11.0,4.0,0.0,1.0,0.0,3.0,7.0,2.0,3.0,2.0,Non-New York City
Orleans,Medina Vg PD,2021,12.0,66.0,11.0,0.0,1.0,2.0,8.0,55.0,4.0,48.0,3.0,Non-New York City
Orleans,Orleans County Park PD,2021,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Non-New York City
Orleans,Orleans County Sheriff,2021,12.0,115.0,13.0,0.0,1.0,0.0,12.0,102.0,20.0,76.0,6.0,Non-New York City
Orleans,Orleans County State Police,2021,12.0,56.0,12.0,0.0,7.0,1.0,4.0,44.0,5.0,32.0,7.0,Non-New York City
Oswego,Central Square Vg PD,2021,12.0,40.0,1.0,0.0,0.0,0.0,1.0,39.0,1.0,38.0,0.0,Non-New York City
Oswego,County Total,2021,,1469.0,176.0,1.0,82.0,7.0,86.0,1293.0,211.0,998.0,84.0,Non-New York City
Oswego,Oswego City PD,2021,12.0,598.0,40.0,0.0,3.0,2.0,35.0,558.0,53.0,484.0,21.0,Non-New York City
Oswego,Oswego County Sheriff,2021,12.0,232.0,37.0,1.0,17.0,3.0,16.0,195.0,48.0,129.0,18.0,Non-New York City
Oswego,Oswego County State Police,2021,12.0,547.0,97.0,0.0,62.0,2.0,33.0,450.0,106.0,301.0,43.0,Non-New York City
Oswego,Phoenix Vg PD,2021,12.0,10.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,7.0,1.0,Non-New York City
Oswego,Pulaski Vg PD,2021,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,Non-New York City
Oswego,SUNY Police - Oswego,2021,12.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,33.0,1.0,Non-New York City
Otsego,County Total,2021,,597.0,82.0,0.0,40.0,5.0,37.0,515.0,77.0,411.0,27.0,Non-New York City
Otsego,Oneonta City PD,2021,12.0,132.0,25.0,0.0,11.0,3.0,11.0,107.0,11.0,90.0,6.0,Non-New York City
Otsego,Otsego County Park PD,2021,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Otsego,Otsego County Sheriff,2021,12.0,17.0,7.0,0.0,2.0,0.0,5.0,10.0,5.0,5.0,0.0,Non-New York City
Otsego,Otsego County State Police,2021,12.0,413.0,40.0,0.0,24.0,1.0,15.0,373.0,60.0,292.0,21.0,Non-New York City
Otsego,SUNY Police - Oneonta,2021,12.0,33.0,10.0,0.0,3.0,1.0,6.0,23.0,1.0,22.0,0.0,Non-New York City
Putnam,Brewster Vg PD,2021,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
Putnam,Carmel Town PD,2021,12.0,177.0,14.0,0.0,1.0,0.0,13.0,163.0,14.0,140.0,9.0,Non-New York City
Putnam,Cold Spring Vg PD,2021,12.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,Non-New York City
Putnam,County Total,2021,,466.0,49.0,0.0,19.0,3.0,27.0,417.0,29.0,361.0,27.0,Non-New York City
Putnam,Kent Town PD,2021,12.0,51.0,7.0,0.0,3.0,1.0,3.0,44.0,4.0,34.0,6.0,Non-New York City
Putnam,Putnam County MTA,2021,12.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Putnam,Putnam County Park PD,2021,12.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,Non-New York City
Putnam,Putnam County Sheriff,2021,9.0,117.0,9.0,0.0,2.0,1.0,6.0,108.0,9.0,95.0,4.0,Non-New York City
Putnam,Putnam County State Police,2021,12.0,102.0,17.0,0.0,13.0,0.0,4.0,85.0,2.0,75.0,8.0,Non-New York City
Queens,County Total,2021,12.0,39330.0,10262.0,83.0,552.0,2502.0,7125.0,29068.0,2445.0,23936.0,2687.0,New York City
Rensselaer,County Total,2021,,2965.0,465.0,6.0,72.0,90.0,297.0,2500.0,314.0,1965.0,221.0,Non-New York City
Rensselaer,East Greenbush Town PD,2021,12.0,371.0,18.0,0.0,3.0,6.0,9.0,353.0,21.0,316.0,16.0,Non-New York City
